train,test
0.5137992696407948,0.41095346212387085
0.2156738569359899,0.28443750739097595
0.15971766318736216,0.23246021568775177
0.1314384185681782,0.21240311861038208
0.1160393123472086,0.22434452176094055
0.10652299311058791,0.19157853722572327
0.10025866206532742,0.18895380198955536
0.09341114559931735,0.1833401918411255
0.09004743292803045,0.18124394118785858
0.08998699169839776,0.1726296842098236
0.08751875441131732,0.17535638809204102
0.0899116436494943,0.17088276147842407
0.08700273809447948,0.1694667935371399
0.0797182424734327,0.16816388070583344
0.07844082917628428,0.16861997544765472
0.07467790658753287,0.16072587668895721
0.07257855797350157,0.16491563618183136
0.07123277839818759,0.16244347393512726
0.06997138632765375,0.15906088054180145
0.06914154148687877,0.15930426120758057
0.06932973459550028,0.15404564142227173
0.06785858598650749,0.14931504428386688
0.06787804383238988,0.14804776012897491
0.07002770233603202,0.14610862731933594
0.06564577910503583,0.1426653116941452
0.06319889374794321,0.14172129333019257
0.06269273548445442,0.13433027267456055
0.0623980404567519,0.13706694543361664
0.061218140405216975,0.13475479185581207
0.061229111837168615,0.1348404884338379
0.06032081955272284,0.13862192630767822
0.059656059423999305,0.13296975195407867
0.05758770277809398,0.13508890569210052
0.05882073074548065,0.12946151196956635
0.05915731366209405,0.12343932688236237
0.05753647565654631,0.12517940998077393
0.06158523372214708,0.11956353485584259
0.058298728300188375,0.11693733185529709
0.05481299489861253,0.11804545670747757
0.05349006494468226,0.11957111954689026
0.05339611008389226,0.11799480766057968
0.05431573805262853,0.12032230943441391
0.054659791134890154,0.11412040889263153
0.053402504879809826,0.1252567619085312
0.05490391316461264,0.11089987307786942
0.05297360854480556,0.11764716356992722
0.05242261773746881,0.11704879999160767
0.0527420749256551,0.11447008699178696
0.051560669061903174,0.11619361490011215
0.05118344019646425,0.1104697585105896
0.05063940890164555,0.11209612339735031
0.05008165377765021,0.11573620140552521
0.0498947171829485,0.10927698761224747
0.0504901953758555,0.10696867853403091
0.04947110684783389,0.11802809685468674
0.05036726852715265,0.11585424840450287
0.04956858675287857,0.109886035323143
0.04970100428519389,0.11019451171159744
0.04919297799904476,0.11394134163856506
0.050565447268625684,0.11028654128313065
0.050806323370300076,0.11754956841468811
0.05101342120492309,0.10572560131549835
0.04909142621142096,0.10788194835186005
0.04798355843544505,0.10745120048522949
0.04709175416116435,0.1040228083729744
0.04802389240289832,0.1044301763176918
0.049568256464588095,0.11307111382484436
0.05029037038339731,0.10683010518550873
0.04735936204197517,0.11054569482803345
0.04718801240479597,0.10557539761066437
0.04715234078622762,0.10541705042123795
0.046767790073131414,0.10593246668577194
0.047332777442979514,0.10907270014286041
0.048128876297356696,0.10765192657709122
0.04717804353575078,0.10443897545337677
0.04720667447255745,0.1090923547744751
0.04694393443949053,0.1070316731929779
0.0478294715597041,0.11098320037126541
0.04688100371057768,0.10464136302471161
0.0469524714254061,0.10721811652183533
0.04697271645318514,0.11271342635154724
0.04594489828406767,0.10374660789966583
0.045232698711017184,0.1121198907494545
0.045293906508753985,0.10222925245761871
0.04588571259416796,0.10504104197025299
0.04523081149298028,0.10436417907476425
0.04583057024707106,0.10721814632415771
0.04485258523172165,0.11175008863210678
0.04412478911904735,0.10392940789461136
0.044477720390303864,0.11095814406871796
0.045427074687064445,0.10765048861503601
0.04626939400531757,0.10700002312660217
0.04506550629518022,0.10857085883617401
0.044579473398158244,0.10199829190969467
0.043190783661279715,0.11077478528022766
0.044418722897705674,0.10576824843883514
0.043961232146209256,0.10814902931451797
0.043685592570688936,0.10536716133356094
0.043710195510083164,0.10293221473693848
0.04396892219750702,0.10532765090465546
